,dealcounts,dealsizeusdmn,seed_founding,firstrounds_founding,has_ipo,ipo_value,has_tradesale,tradesale_value,name,Strat_score,score_year,incyear,portfoliocompanycity,portfoliocompanystatecounty
297594,4,12.79,0.0,0.0,0.0,0.0,0.0,0.0,"VRstudios, Inc.",0.8721056413118626,2014,2014,Redmond,WA
297601,6,34.4,6.4,34.4,0.0,0.0,0.0,0.0,Deep Lens Inc.,0.8510646697535599,2017,2017,Columbus,OH
297707,1,0.55,0.0,0.0,0.0,0.0,0.0,0.0,"Merit Financial Solutions, Inc.",0.7651412443951731,2017,2017,Tulsa,OK
297716,2,0.56,0.56,0.56,0.0,0.0,0.0,0.0,"Lucid Creative Group, LLC",0.8186327533582466,2014,2014,Glendale,AZ
297717,6,3.0,3.0,3.0,0.0,0.0,0.0,0.0,"Mozenda, Inc.",0.8697815821161967,2007,2007,Provo,UT
297768,6,20.47,9.0,9.0,0.0,0.0,0.0,0.0,"Cherre, Inc.",0.9119039457685868,2016,2016,New York,NY
297791,2,5.25,5.25,5.25,0.0,0.0,0.0,0.0,Nabis,0.8237048570146106,2017,2017,Oakland,CA
297837,8,2.72,0.24,1.74,0.0,0.0,0.0,0.0,"Iteros, Inc.",0.7700146871049783,2016,2016,La Jolla,CA
297887,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"BizWatt, LLC",0.9231867043969506,2016,2016,San Luis Obispo,CA
297905,1,4.0,4.0,4.0,0.0,0.0,1.0,0.0,Lumina Technologies Inc.,0.8856204969744569,2018,2018,San Francisco,CA
298007,2,1.45,0.0,0.0,0.0,0.0,0.0,0.0,"Ziel, Inc. PBC",0.917268682063969,2015,2015,New York,NY
298008,5,10.02,10.02,10.02,0.0,0.0,0.0,0.0,CognitOps Inc.,0.905741742426708,2018,2018,Austin,TX
298022,4,8.8,8.8,8.8,0.0,0.0,0.0,0.0,"Tomahawk Robotics, Inc.",0.823663405754461,2018,2018,Melbourne,FL
298029,19,38.40000000000001,9.75,33.75,0.0,0.0,0.0,0.0,"Stoplight, Inc.",0.7747668336234226,2015,2015,Austin,TX
298036,2,40.0,0.0,0.0,0.0,0.0,0.0,0.0,AI Grid Foundation Limited,0.8157476410566942,2017,2017,Dublin,CA
298111,3,19.200000000000006,0.0,19.200000000000006,0.0,0.0,0.0,0.0,"hitRECord.org, Inc.",0.9279965021794648,2010,2010,Glendale,CA
298173,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seven Point,0.2564564215164986,2015,2015,,IL
298175,2,2.0,0.0,2.0,0.0,0.0,0.0,0.0,"Campus Protein, Inc.",0.8946820449859822,2010,2010,New York,NY
298193,2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,"Hmatix, Inc.",0.8770069480696103,2017,2017,Sunnyvale,CA
298219,6,2.76,2.76,2.76,0.0,0.0,0.0,0.0,ePluribus,0.910537845655824,2016,2016,Stanford,CA
298221,5,46.1,0.0,20.0,0.0,0.0,0.0,0.0,iDonate LLC,0.9195494428128328,2010,2010,Plano,TX
298386,7,109.25,29.25,109.25,0.0,0.0,0.0,0.0,Randori Inc.,0.7939123170470099,2018,2018,Denver,CO
298417,1,24.52,0.0,0.0,0.0,0.0,0.0,0.0,Huel Limited,0.7379283512453674,2014,2014,Los Angeles,CA
298439,6,5.5600000000000005,5.0,5.0,0.0,0.0,0.0,0.0,"MoQuality, Inc.",0.9329145433345204,2015,2015,Atlanta,GA
298463,3,37.0,0.0,25.0,0.0,0.0,0.0,0.0,Dixie Brands Inc.,0.871028623274789,2014,2014,Denver,CO
298474,5,4.67,0.0,0.0,0.0,0.0,0.0,0.0,"YourGiving, Inc.",0.8552222825332979,2015,2015,Los Angeles,CA
298517,2,3.06,0.0,0.0,0.0,0.0,0.0,0.0,"RevenueCat, Inc.",0.9117748547853172,2017,2017,San Francisco,CA
298570,10,250.3,0.0,250.3,0.0,0.0,0.0,0.0,"Deliverr, Inc.",0.8791233864961898,2017,2017,San Francisco,CA
298603,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Computes, Inc.",0.8929195671105556,2017,2017,Phoenix,AZ
298614,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"LawKick, Inc.",0.8790029803843163,2014,2014,Los Angeles,CA
298646,2,6.15,0.0,6.0,0.0,0.0,0.0,0.0,BayBridgeDigital LLC,0.8718777901449203,2017,2017,New York,NY
298657,3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,Swym Corporation,0.8540737924065782,2012,2012,Seattle,WA
298676,2,12.4,2.4,12.4,0.0,0.0,0.0,0.0,"Papa, Inc.",0.8039505729829773,2017,2017,Miami,FL
298722,4,3.86,3.86,3.86,0.0,0.0,0.0,0.0,Rank Science Inc.,0.8766211513346752,2016,2016,San Francisco,CA
298726,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Qwikly Mobility, Inc.",0.8677476886479809,2018,2018,San Jose,CA
298812,4,32.34,0.0,29.3,0.0,0.0,0.0,0.0,High Quality Nutrition Company LLC,0.8912987268448918,2013,2013,New York,NY
298836,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nuls,0.7791797525683959,2017,2017,San Jose,CA
298908,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,The CertiK Project,0.8428260567622121,2017,2017,New York,NY
298918,3,12.0,12.0,12.0,0.0,0.0,0.0,0.0,"Proformex, LLC ",0.8766223713026052,2016,2016,Westlake Village,CA
298954,4,7.3,7.2,7.2,0.0,0.0,0.0,0.0,Paladin Data Insurance Corp.,0.7753104574440788,2017,2017,San Francisco,CA
298962,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DistroKid,0.90508772030251,2013,2013,New York,NY
298995,9,7.200000000000001,7.200000000000001,7.200000000000001,0.0,0.0,1.0,0.0,"NuPark, Inc.",0.6363200607242263,2012,2012,Lubbock,TX
299048,2,14.5,0.0,14.5,0.0,0.0,0.0,0.0,"Alto Experience, Inc.",0.7230481172039324,2018,2018,Dallas,TX
299176,3,9.7,9.7,9.7,0.0,0.0,0.0,0.0,"Plantible Foods, Inc.",0.8170138035111508,2018,2018,Bay Harbor Islands,FL
299223,2,12.0,0.0,0.0,0.0,0.0,0.0,0.0,Foundry College Inc.,0.7969962440671992,2018,2018,San Francisco,CA
299290,4,20.6,5.6,20.6,0.0,0.0,0.0,0.0,"Shujinko, Inc.",0.8077641100043579,2018,2018,Seattle,WA
299371,1,0.5,0.5,0.5,0.0,0.0,0.0,0.0,BetterHalf Private Limited,0.8248619134940963,2016,2016,Cambridge,MA
299393,2,10.0,0.0,10.0,0.0,0.0,0.0,0.0,"Flow, Inc.",0.8760961394932256,2016,2016,New York,NY
299404,12,26.7,9.6,26.7,0.0,0.0,0.0,0.0,"TimeDoc Health, Inc.",0.8820158047356133,2015,2015,Chicago,IL
299433,5,3.0,0.0,0.0,0.0,0.0,1.0,0.0,Project Core Inc.,0.4061857085695825,2016,2016,New York,NY
299452,1,4.1,4.1,4.1,0.0,0.0,0.0,0.0,"Agora Systems, LLC",0.8017381099463275,2018,2018,San Francisco,CA
299492,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,"Simetric, Inc.",0.4611808279220421,2017,2017,Alpharetta,GA
299573,1,0.5,0.5,0.5,0.0,0.0,0.0,0.0,"Goodshuffle, LLC",0.7955156784081004,2015,2015,Washington,DC
299575,7,6.0,6.0,6.0,0.0,0.0,0.0,0.0,SuperAnnotate LLC,0.8477406725269276,2018,2018,Sunnyvale,CA
299586,2,0.75,0.75,0.75,0.0,0.0,0.0,0.0,SMBX LLC,0.8840354620088322,2016,2016,Berkeley,CA
299598,2,2.5,2.5,2.5,0.0,0.0,0.0,0.0,CarFit Corp.,0.926780755299704,2016,2016,Palo Alto,CA
299638,7,2.1,0.0,0.0,0.0,0.0,0.0,0.0,"Axio Global, Inc.",0.7985702059900299,2013,2013,New York,NY
299786,2,0.66,0.0,0.0,0.0,0.0,0.0,0.0,"SciArt Software, Inc",0.9330221605765509,2012,2012,Madison,WI
299792,3,369.35,7.4,369.35,0.0,0.0,0.0,0.0,"Devoted Health, Inc.",0.6878952221306702,2017,2017,Waltham,MA
299804,8,2.04,0.0,0.0,0.0,0.0,0.0,0.0,"SAM AI, Inc.",0.7668313459874216,2016,2016,New York,NY
299897,1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,"Bid Doc, Inc.",0.8712993395016516,2018,2018,,CO
299955,1,20.0,20.0,20.0,0.0,0.0,0.0,0.0,"Oh My Green, Inc.",0.8653917813668489,2014,2014,Burlingame,CA
299973,2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Kashable LLC,0.8821280364073572,2013,2013,New York,NY
299978,2,9.0,9.0,9.0,0.0,0.0,0.0,0.0,ICON,0.8309434204508259,2017,2017,Austin,TX
300011,7,17.4,0.0,0.0,0.0,0.0,0.0,0.0,"Jassby, Inc.",0.7917290032222304,2017,2017,Waltham,MA
300046,6,4.1400000000000015,2.0,2.0,0.0,0.0,0.0,0.0,Myagi Inc.,0.8954281518687612,2014,2014,San Francisco,CA
300135,6,8.19,0.0,0.0,0.0,0.0,0.0,0.0,"Gramercy Technologies, Inc.",0.8602315555058194,2016,2016,New York,NY
300150,1,3.13,0.0,0.0,0.0,0.0,0.0,0.0,"Aspinity, Inc.",0.7769468957162767,2012,2012,Morgantown,WV
300157,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pinsight Media,0.7824885651555057,2012,2012,Kansas City,MO
300163,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Riff Cold Brewed Coffee,0.8515852708838129,2017,2017,Bend,OR
300180,6,24.0,24.0,24.0,0.0,0.0,0.0,0.0,FundGuard Inc.,0.8489860913873141,2018,2018,New York,NY
300205,1,24.0,0.0,0.0,0.0,0.0,0.0,0.0,ThinQ,0.761283903889973,2009,2009,Raleigh,NC
300213,5,15.45,3.15,6.15,0.0,0.0,0.0,0.0,NextStep Interactive Inc.,0.8697679265770748,2018,2018,Seattle,WA
300220,4,13.8,0.0,13.8,0.0,0.0,0.0,0.0,"iraLogix, LLC",0.9246247438562368,2015,2015,Doral,FL
300228,2,18.1,4.5,18.1,0.0,0.0,0.0,0.0,Anomalie Inc.,0.8665267383634851,2016,2016,San Francisco,CA
300350,3,14.5,2.5,2.5,0.0,0.0,0.0,0.0,"Promethium, Inc.",0.7295130501962493,2018,2018,Menlo Park,CA
300363,2,9.63,0.0,6.0,0.0,0.0,0.0,0.0,Next Century Spirits LLC,0.8471720403732054,2018,2018,Raleigh,NC
300389,6,8.580000000000002,8.580000000000002,8.580000000000002,0.0,0.0,0.0,0.0,"Autit, LLC",0.92886062089552,2015,2015,Atlanta,GA
300391,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Paradigm,0.8015892694226399,2018,2018,San Francisco,CA
300396,3,0.68,0.68,0.68,0.0,0.0,0.0,0.0,"Sapor Food Group, LLC",0.8426730445032478,2017,2017,Philadelphia,PA
300438,1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,Mindwell Snacks LLC,0.7885185762436221,2017,2017,Chicago,IL
300441,2,11.0,0.0,0.0,0.0,0.0,0.0,0.0,XXV INC.,0.8491957961932238,2018,2018,San Francisco,CA
300448,1,0.15,0.15,0.15,0.0,0.0,0.0,0.0,"Gravity Care, Inc.",0.7160672481830523,2016,2016,Milpitas,CA
300450,5,81.71000000000002,4.5,74.78,0.0,0.0,0.0,0.0,Coder Technologies Inc.,0.8418666679057454,2016,2016,Austin,TX
300464,2,12.0,0.0,12.0,0.0,0.0,0.0,0.0,"Minds, Inc.",0.4288566099148521,2011,2011,Wilton,CT
300468,3,14.2,0.0,8.2,0.0,0.0,0.0,0.0,"Hummingbird Regtech, Inc.",0.8242818864722166,2016,2016,Walnut Creek,CA
300524,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ruths.AI ,0.7871804304445451,2013,2013,Houston,TX
300560,6,5.07,0.0,0.0,0.0,0.0,0.0,0.0,Shoptelligence Inc.,0.8704026627101704,2015,2015,Ann Arbor,MI
300696,1,12.0,0.0,12.0,0.0,0.0,0.0,0.0,"Ushur, Inc.",0.9295981638635004,2014,2014,Santa Clara,CA
300743,4,70.0,0.0,70.0,0.0,0.0,0.0,0.0,"100 Thieves, LLC",0.8525397417725585,2016,2016,Los Angeles,CA
300749,2,7.0,7.0,7.0,0.0,0.0,0.0,0.0,"Gradient Technologies, Inc.",0.6095007089290139,2018,2018,Seattle,WA
300758,1,4.5,4.5,4.5,0.0,0.0,0.0,0.0,"Neoreason, Inc.",0.9171857500924221,2011,2011,San Francisco,CA
300765,1,32.0,0.0,32.0,0.0,0.0,0.0,0.0,"Inflammatix, Inc.",0.8884832492540552,2016,2016,Burlingame,CA
300800,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,"Endeavor Miami, Inc.",0.0355884556315905,2013,2013,Coral Gables,FL
300849,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Everbooked, Inc.",0.6583401381548949,2014,2014,Oakland,CA
300928,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,"Cohereum, LLC",0.9233844403958996,2018,2018,San Francisco,CA
300996,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mingle Health,0.8822760739997235,2018,2018,Sandy,UT
301037,8,1110.0,0.0,510.0,0.0,0.0,0.0,0.0,"Ribbon Home, Inc.",0.6052237009293655,2017,2017,New York,NY
301069,9,30.0,3.0,3.0,0.0,0.0,0.0,0.0,VergeSense Inc.,0.8171466342092157,2017,2017,San Francisco,CA
301080,5,65.0,0.0,20.0,0.0,0.0,0.0,0.0,"Teikametrics, LLC",0.8456024210218572,2011,2011,Boston,MA
301138,1,1.5,1.5,1.5,0.0,0.0,0.0,0.0,Third Impact Inc.,0.9184464682398514,2017,2017,San Francisco,CA
301149,2,2.4,2.4,2.4,0.0,0.0,1.0,0.0,"Apartment Jet, Inc.",0.90028051692661,2016,2016,Chicago,IL
301150,15,21.72000000000001,12.0,12.0,0.0,0.0,0.0,0.0,"Armoire Style, Inc.",0.7933420962427032,2016,2016,Seattle,WA
301155,1,1.5,1.5,1.5,0.0,0.0,0.0,0.0,Properly,0.7695139022461837,2015,2015,New York,NY
301156,3,4.5,0.0,4.5,0.0,0.0,0.0,0.0,RetailApp Inc.,0.7867123242317055,2015,2015,Miami,FL
301252,8,7.219999999999999,1.02,1.02,0.0,0.0,0.0,0.0,"LendingStandard, Inc.",0.7944848991474095,2012,2012,Kansas City,MO
301524,2,12.59,0.0,8.53,0.0,0.0,0.0,0.0,"MyGnar, Inc.",0.9294320128472228,2014,2014,Santa Monica,CA
301651,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Edgeworx, Inc.",0.8843143072917821,2017,2017,San Jose,CA
301709,5,7.87,0.0,0.0,0.0,0.0,0.0,0.0,"Onedome Global, Inc.",0.9198820107079276,2017,2017,San Francisco,CA
301724,2,1.24,0.89,0.89,0.0,0.0,0.0,0.0,"Honest Stand, LTD.",0.8813987803642593,2014,2014,Denver,CO
301760,2,35.0,0.0,0.0,0.0,0.0,0.0,0.0,"Compare.com Insurance Agency, LLC ",0.7257665844857609,2012,2012,Glen Allen,VA
301763,7,10.25,5.0,7.25,0.0,0.0,0.0,0.0,"Attila Security, Inc.",0.8784895821250217,2018,2018,Columbia,MD
301780,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"IntelyCare, Inc.",0.7285872524983444,2014,2014,Quincy,MA
301827,1,7.0,0.0,7.0,0.0,0.0,0.0,0.0,Vive Organic,0.8381704709245135,2016,2016,Venice,CA
301933,1,5.0,0.0,5.0,0.0,0.0,0.0,0.0,"Progentec Diagnostics, Inc.",0.9110124385299244,2015,2015,Oklahoma City,OK
301937,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LupusCorner,0.8596814795641983,2016,2016,Washington,DC
301951,3,4.55,4.55,4.55,0.0,0.0,0.0,0.0,"Mint Apartment Cleaning, Inc.",0.7917143441791502,2017,2017,Chicago,IL
301954,6,28.0,8.0,28.0,0.0,0.0,0.0,0.0,"Inpher, Inc.",0.8151502013643341,2015,2015,New York,NY
301978,1,4.85,4.85,4.85,0.0,0.0,0.0,0.0,Cubcoats,0.8087865512129234,2017,2017,Los Angeles,CA
302103,3,15.0,0.0,0.0,0.0,0.0,0.0,0.0,Grid4C,0.0,2013,2013,Austin,TX
302118,3,8.5,0.0,5.0,0.0,0.0,0.0,0.0,"Astarte Medical Partners, Inc.",0.9004194154234272,2016,2016,Yardley,PA
302126,2,0.96,0.96,0.96,0.0,0.0,0.0,0.0,"Zypsy, Inc.",0.8289461411940167,2018,2018,San Francisco,CA
302136,1,3.15,3.15,3.15,0.0,0.0,0.0,0.0,"Reksee, Inc.",0.8686158060964857,2014,2014,New York,NY
302160,2,3.0,3.0,3.0,0.0,0.0,0.0,0.0,"Kinvolved, Inc.",0.7526326423038868,2012,2012,New York,NY
302165,7,56.0,0.0,56.0,0.0,0.0,0.0,0.0,1touch.io Inc.,0.8156193218435446,2017,2017,Stamford,CT
302207,2,3.4,3.4,3.4,0.0,0.0,0.0,0.0,Cogni Inc.,0.9288025334469489,2017,2017,New York,NY
302395,3,5.4,5.4,5.4,0.0,0.0,1.0,0.0,Buildpulse Inc.,0.9049371277088384,2013,2013,Seattle,WA
302516,2,23.2,0.0,0.0,0.0,0.0,0.0,0.0,Force Therapeutics LLC,0.7979186121898468,2010,2010,New York,NY
302647,5,29.5,2.5,26.5,0.0,0.0,0.0,0.0,"Ayar Labs, Inc.",0.8427387399697271,2015,2015,Emeryville,CA
302681,2,0.53,0.53,0.53,0.0,0.0,0.0,0.0,United By Blue,0.9105760609182882,2010,2010,Philadelphia,PA
302689,1,4.0,0.0,4.0,0.0,0.0,0.0,0.0,PowerSphyr Inc.,0.7510641117085081,2016,2016,Danville,CA
302696,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Chronofy, Inc.",0.9336292823692686,2014,2014,Bala Cynwyd,PA
302738,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bluefyre,0.0,2017,2017,Boston,MA
302854,6,42.0,12.0,42.0,0.0,0.0,0.0,0.0,"Datacoral, Inc.",0.855829770197191,2016,2016,San Francisco,CA
302886,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Critical Metrics, LLC",0.8207281632615622,2004,2004,Seattle,WA
302940,2,6.0,0.0,6.0,0.0,0.0,0.0,0.0,ItsACheckmate.com Inc.,0.5271448346559183,2016,2016,New York,NY
303172,3,10.9,2.4,10.9,0.0,0.0,1.0,70.0,Cognigo Inc.,0.43547190120323015,2016,2016,Jersey City,NJ
303218,5,13.0,4.0,4.0,0.0,0.0,0.0,0.0,"Hyperproof, Inc.",0.8694214189904313,2018,2018,Bellevue,WA
303241,2,1.84,1.84,1.84,0.0,0.0,0.0,0.0,Kumulos,0.8584317072867936,2011,2011,Cary,NC
303297,2,12.3,2.3,12.3,0.0,0.0,0.0,0.0,"DUST Identity, Inc.",0.8961890980759041,2018,2018,Framingham,MA
303298,6,0.52,0.52,0.52,0.0,0.0,0.0,0.0,Voicefox,0.8524372047652665,2016,2016,San Francisco,CA
303334,2,8.2,0.0,8.2,0.0,0.0,0.0,0.0,"Building Intelligence, Inc.",0.8892627718739092,2017,2017,New York,NY
303337,1,1.7,1.7,1.7,0.0,0.0,0.0,0.0,Oji Life Lab,0.8600365218130163,2018,2018,San Francisco,CA
303342,2,2.0,2.0,2.0,0.0,0.0,0.0,0.0,"Gas Pos, Inc.",0.7441786941362674,2016,2016,North Little Rock,AR
303345,1,1.2,1.2,1.2,0.0,0.0,0.0,0.0,"Minnow Technologies, Inc.",0.17639352155790358,2017,2017,Portland,ME
303395,6,15.7,7.6,7.6,0.0,0.0,0.0,0.0,"Gameroom, Inc.",0.8535792038894549,2017,2017,San Francisco,CA
303400,1,18.0,0.0,18.0,0.0,0.0,0.0,0.0,"Ezra AI, Inc.",0.7884159340220811,2018,2018,New York,NY
303450,1,13.0,0.0,13.0,0.0,0.0,0.0,0.0,"Italic, Inc.",0.7483804968412215,2018,2018,Walnut Creek,CA
303468,2,15.5,0.0,15.5,0.0,0.0,0.0,0.0,"Apex.AI, Inc.",0.6873764152526283,2017,2017,Palo Alto,CA
303498,1,20.0,0.0,20.0,0.0,0.0,0.0,0.0,"EmergeTech, LLC",0.869151760474779,2017,2017,Scottsdale,AZ
303609,1,1.1,1.1,1.1,0.0,0.0,0.0,0.0,"Airfox, Inc.",0.8460369207732479,2016,2016,Boston,MA
303666,1,2.0,2.0,2.0,0.0,0.0,0.0,0.0,"Sphynx Collection, LLC",0.7954063593649632,2016,2016,Woodland Hills,CA
303676,3,19.0,0.0,15.0,0.0,0.0,0.0,0.0,"Bardavon Health Innovations, LLC",0.8857288939897231,2013,2013,Overland Park,KS
303681,6,1.8000000000000005,1.8000000000000005,1.8000000000000005,0.0,0.0,0.0,0.0,Rebate Bus,0.8864318128079638,2016,2016,St. Louis,MO
303729,1,1.5,1.5,1.5,0.0,0.0,0.0,0.0,"Knack Technologies, Inc.",0.8816157278947013,2015,2015,Tampa,FL
303984,1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Green Mountain CBD,0.6892309248483853,2015,2015,Hardwick,VT
303996,1,3.0,3.0,3.0,0.0,0.0,0.0,0.0,"PharmaCCX, Inc.",0.9063234589553693,2017,2017,Boston,MA
304097,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Plazah,0.9148455968062986,2016,2016,Los Gatos,CA
304143,1,2.1,2.1,2.1,0.0,0.0,0.0,0.0,"Ganaz, Inc.",0.8256205738736759,2017,2017,Seattle,WA
304250,2,3.1,2.0,2.0,0.0,0.0,0.0,0.0,Lora DiCarlo,0.8813898268674668,2018,2018,Bend,OR
304325,13,37.53,6.0,24.0,0.0,0.0,0.0,0.0,"OnSiteIQ, Inc.",0.9276139401389116,2017,2017,New York,NY
304423,2,33.8,8.3,33.8,0.0,0.0,0.0,0.0,Momentus Space,0.8898005694512211,2017,2017,Santa Clara,CA
304478,4,9.0,0.0,9.0,0.0,0.0,0.0,0.0,Charlie Finance Co.,0.8778306656450463,2016,2016,San Francisco,CA
304514,9,60.0,0.0,60.0,0.0,0.0,0.0,0.0,"Securitize, Inc.",0.7980443619368189,2017,2017,Redwood City,CA
304532,6,300.0,0.0,300.0,0.0,0.0,0.0,0.0,Deskera US Inc.,0.8814117380474112,2008,2008,San Jose,CA
304655,4,10.4,10.4,10.4,0.0,0.0,0.0,0.0,"Censys, Inc.",0.8554527783503334,2017,2017,Ann Arbor,MI
304660,3,31.0,0.0,28.0,0.0,0.0,0.0,0.0,Intego Co.,0.8341997174821938,2017,2017,New York,NY
304706,3,1.56,1.56,1.56,0.0,0.0,0.0,0.0,"Expert to Help, Inc.",0.8936100645809752,2015,2015,San Antonio,TX
304757,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Dental Genie,0.6812132333512343,2017,2017,Gilbert,AZ
304770,7,170.0,0.0,0.0,0.0,0.0,0.0,0.0,OpenLegacy Inc.,0.907440798734284,2014,2014,Princeton,NJ
304876,2,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"Point Inside, Inc.",0.7992501963992753,2009,2009,Bellevue,WA
304884,2,3.79,3.79,3.79,0.0,0.0,0.0,0.0,"Phiar Technologies, Inc.",0.8844465468178594,2017,2017,Palo Alto,CA
304906,10,46.3,6.300000000000002,46.3,0.0,0.0,0.0,0.0,"Shogun Labs, Inc.",0.8960291617308036,2015,2015,San Mateo,CA
304982,13,14.82,8.82,8.82,0.0,0.0,0.0,0.0,"MedPilot, Inc.",0.8735975385293491,2014,2014,Cleveland,OH
304983,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Blue J Legal Inc.,0.7657819825847819,2015,2015,New York,NY
305008,7,33.0,5.0,18.0,0.0,0.0,0.0,0.0,LoanStreet LLC,0.8744676794297028,2013,2013,New York,NY
305081,2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,"Rebellion Training, LLC",0.11794276340462488,2014,2014,Reno,NV
305121,2,10.6,10.6,10.6,0.0,0.0,0.0,0.0,Canotic Inc.,0.91465007991335,2017,2017,Bothell,WA
305140,6,5.789999999999999,2.19,5.789999999999999,0.0,0.0,0.0,0.0,"Fashwire, Inc.",0.8759032271229493,2015,2015,Seattle,WA
305147,4,18.47,16.75,16.75,0.0,0.0,0.0,0.0,"ColdQuanta, Inc.",0.9067201838552744,2007,2007,Boulder,CO
305243,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Hypergiant, LLC",0.9448465787641304,2017,2017,Austin,TX
305305,1,0.13,0.13,0.13,0.0,0.0,0.0,0.0,SkyGuru,0.9118594682556838,2015,2015,New York,NY
305376,3,6.949999999999998,6.949999999999998,6.949999999999998,0.0,0.0,0.0,0.0,"Rekener, Inc.",0.8835916304596285,2016,2016,Charlestown,MA
305476,4,159.12,0.12,159.12,0.0,0.0,0.0,0.0,"Fivetran, Inc.",0.8749266577823394,2012,2012,Oakland,CA
305482,1,2.1,2.1,2.1,0.0,0.0,0.0,0.0,"Roam Media, Inc.",0.9034272414254604,2017,2017,Boulder,CO
305490,4,76.0,4.0,76.0,0.0,0.0,0.0,0.0,"FortressIQ, Inc.",0.5257603943619611,2017,2017,San Francisco,CA
305541,6,7.16,0.0,0.0,0.0,0.0,0.0,0.0,"Switch, Inc.",0.8003215315793379,2014,2014,Seattle,WA
305543,6,95.0,0.0,95.0,0.0,0.0,0.0,0.0,Eris Clearing LLC,0.9095649923747888,2018,2018,Chicago,IL
305557,2,9.0,0.0,9.0,0.0,0.0,0.0,0.0,"Forethought Technologies, Inc.",0.9138646647684879,2017,2017,San Francisco,CA
305579,2,7.9,0.0,6.4,0.0,0.0,0.0,0.0,Facilio Inc.,0.9026446120144412,2017,2017,Atlanta,GA
305801,2,2.2,2.2,2.2,0.0,0.0,0.0,0.0,WhizAI,0.7892099813843589,2017,2017,New York,NY
305847,2,11.0,0.0,11.0,0.0,0.0,0.0,0.0,Forge.AI,0.8216836022120182,2017,2017,Cambridge,MA
305849,6,154.5,64.5,154.5,0.0,0.0,0.0,0.0,Firefly Systems Inc.,0.7550222899918609,2017,2017,San Francisco,CA
305853,7,6.64,6.0,6.0,0.0,0.0,0.0,0.0,"Encantos Media Studios, PBC",0.8866156434908715,2015,2015,Culver City,CA
305922,1,2.0,2.0,2.0,0.0,0.0,0.0,0.0,Copper Cow Coffee,0.6239209981786551,2017,2017,Los Angeles,CA
305925,2,2.0,2.0,2.0,0.0,0.0,0.0,0.0,Seattle Food Tech,0.8512524804170118,2017,2017,Seattle,WA
305979,6,17.61,2.61,17.61,0.0,0.0,0.0,0.0,Avochato Inc.,0.6392524746135854,2016,2016,San Francisco,CA
305999,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"NextGenVest, Inc.",0.9178076121805434,2014,2014,New York,NY
306138,1,30.0,0.0,30.0,0.0,0.0,0.0,0.0,"Good Money Group, LLC",0.7748813457613001,2018,2018,Marina del Rey,CA
306231,4,3.13,0.0,2.05,0.0,0.0,0.0,0.0,FanFood Inc.,0.963841256717768,2015,2015,Chicago,IL
306283,1,3.9,0.0,3.9,0.0,0.0,0.0,0.0,Electroninks Incorporated,0.9127821016027816,2013,2013,Austin,TX
306522,6,3.3,2.0,2.0,0.0,0.0,0.0,0.0,"Zest Tea, LLC",0.6321594397236561,2013,2013,Baltimore,MD
306588,4,40.8,4.8,37.8,0.0,0.0,1.0,425.0,"BacklotCars, Inc.  ",0.7145000678361252,2014,2014,Kansas City,MO
306613,4,6.0,6.0,6.0,0.0,0.0,0.0,0.0,"LambdaTest, Inc.",0.788960463323253,2017,2017,San Francisco,CA
